"HSCODE	DESC",,,,,,,,,
"2101209011	TEA YOGI HONEY LAVENDER STRESS REL OXKOM YOGI TEAS GOLDEN TEMPLETEA CO STOMACH EASE TEA",,,,,,,,,
"2101209011	TEA OF PACKING WITH TEA BAG TWININGS YOGI HEALTHY SKIN CINNAMON VANILLA 16 TEA BAGS",,,,,,,,,
"2101209011	OF PACKING WITH TEA BAG OF PACKING WITH TEA BAG TEEKANNE MALVE",,,,,,,,,
"2101209011	OF PACKING WITH TEA BAG BIGELOW BLACK TEA VANILLA CARAMEL 20 TEA BAGS 1.82 BIGELOW BLACK TEA TOASTED COCONUT ALMOND BARK 18 TEA BAGS 1.23 OZ (34 G)",,,,,,,,,
"2101209011	TEA OF PACKING WITH TEA BAG PEPPERMINT TEA", HERBAL TEA, HIBISCUS TEA ORGANICALLY HIP HIBISCUS ORGANIC HIBISCUS TEA CAFFEINE-FREE 24 TEA BAGS,,,,,,,
"2101209011	OF PACKING WITH TEA BAG THE TAO OF TEA 100 ORGANIC PUER TEA TOPAZ PUER  PUKKA HERBS CLEANSE ORGANICNETTLE FENNEL PEPPERMINT TEA CAFFEINE FREE 20 HERBAL TE A SACHETS",,,,,,,,,
"2101209011	OF PACKING WITH TEA BAG ST. DALFOUR ORGANIC GREEN TEA GINGER HONEY 25 TEA ST. DALFOUR ORGANIC BLACK CHERRY TEA 25 ENVELOPES 1.75 OZ (50 G)",,,,,,,,,
"2101209011	OF PACKING WITH TEA BAG NATURES WAY UMCKA COLDCARE SOOTHING HOT DRINK LEMO YOGI TEA POSITIVE ENERGY SWEET TANGERINE 16 TEA BAGS 1.02 OZ (29 G)",,,,,,,,,
"2101209011	TEA TOH TEA YORKSHIRE GOLD TOH TEA YORKSHIRE GOLD",,,,,,,,,
"2101209011	TEA OF PACKING WITH TEA BAG TEA OF PACKING WITH TEA BAG TEA BAG 18P",,,,,,,,,
"2101209011	OF PACKING WITH TEA BAG TEA BAG PACKTB6178WHITE SKY TEA",,,,,,,,,
"2101209011	OF PACKING WITH TEA BAG STASH TEA PREMIUM LEMON GINGER HERBAL TEA CAFFE TWININGS CHAI PUMPKIN SPICE 20 TEA BAGS 1.41 OZ (40 G)",,,,,,,,,
"2101209011	OF PACKING WITH TEA BAG CELESTIAL SEASONINGS HERBAL TEA SLEEPYTIME VANILLA TWININGS HERBAL TEA CAMOMILE HONEY VANILLA CAFFEINE FREE 20 INDIVIDUAL TEA BAGS 1.13 OZ ( 32",,,,,,,,,
"2101209011	OF PACKING WITH TEA BAG JUST A LEAF ORGANIC TEA LOOSE LEAF HERBAL TEA C JUST A LEAF ORGANIC TEA LOOSE LEAF GREEN TEA MAO JIAN 2OZ (56 G)",,,,,,,,,
"2101209011	OF PACKING WITH TEA BAG OF PACKING WITH TEA BAG TEA BAG SENNA",,,,,,,,,
"2101209011	TEA TRADER JOE HURB TEA 04 TRADER JOE HURB TEA 04",,,,,,,,,
"2101209011	OF PACKING WITH TEA BAG TWININGS HERBAL TEA NIGHTLY CALM NATURALLY CAFFEIN TWININGS HERBAL TEA LEMON DELIGHT CAFFEINE FREE 20 INDIVIDUAL TEA BAGS 1.41 OZ (40 G)",,,,,,,,,
"2101209011	OF PACKING WITH TEA BAG TWININGS ASSORTED HERBAL TEAS VARIETY PACK CAFF TWININGS BLACK TEA EARL GREY LAVENDER 20 TEA BAGS - 1.41 OZ (40 G)",,,,,,,,,
"2101209011	OF PACKING WITH TEA BAG PUKKA HERBS ELDERBERRY ECHINACEA 20 FRUIT TEA SAC ORGANIC INDIA TULSI HOLY BASIL TEA ORIGINAL CAFFEINEFREE 18INFUSION BAGS 1.14 OZ (32.4 G)",,,,,,,,,
"2101209011	TEA BAG TEA (MUNCHE S) TEA (MUNCHE S)",,,,,,,,,
"2101209011	OF PACKING WITH TEA BAG PUKKA HERBS THREE GINGER TEA CAFFEINE FREE 20 H TAZO TEAS ORGANIC HERBAL TEA SPICY GINGER CAFFEINE-FREE 20 FILTERBAGS 1.3 OZ (38 G)",,,,,,,,,
"2101209011	OF PACKING WITH TEA BAG ST. DALFOUR ORGANIC GOLDEN MANGO GREEN TEA 25 E HARNEY SONS EARL GREY SUPREME 20 SACHETS 1.4 OZ (40 G)",,,,,,,,,
"2101209011	OF PACKING WITH TEA BAG CELESTIAL SEASONINGS HERBAL TEA CAFFEINE FREE CHAM TWININGS HERBAL TEA PURE CAMOMILE CAFFEINE FREE 25 TEA BAGS1.32 OZ (37.5 G)",,,,,,,,,
"2101209019	OTHER MARIAGE FRERES ROUGE OPERA - TIN MARIAGE FRERES NIL ROUGE - REFILL 100G",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M ()RONNEFELDT QUEEN OF CHERRY AROMATISIERTER SCHW ()TAYLORS OF HARROGATE YORKSHIRE TEA GOLD 160 BTL. 500G",,,,,,,,,
"2101209019	TEA LACI LE BEAU ALL NATURAL BOTANICALS", 60CT LACI LE BEAU ALL NATURAL BOTANICALS, 60CT,,,,,,,
"2101209019	OTHER / () / MARIAGE FRERES ON THE NIL ICED GREEN TEA / MARIAGE FRERES EROS",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M RPEGGIO DECAFFEINATO ()ARPEGGIO DECAFFEINATO COFFEE CAPSULES",,,,,,,,,
"2101209019	PREPARATIONS OF TEA TEA NINA 039;S TEA 4 FRUITS ROUGES 100G TEA NINA 039;S TEA 4 FRUITS ROUGES 100G",,,,,,,,,
"2101209019	PREPARATIONS OF TEA BEPANTHOL HUSTEN UND BRONCHIAL TEE BEPANTHOL HUSTEN UND BRONCHIAL TEE",,,,,,,,,
"2101209019	OTHER / () / MARIAGE FRERES ON THE NIL ICED GREEN TEA / () / MARIAGE FRERES LOPERA ICED GREEN TEA",,,,,,,,,
"2101209019	TEA TEA 1.5OZ TEA 1.5OZ",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M TEAVELOPE ()TEAVELOPE SILVER LIME BLOSSOM",,,,,,,,,
"2101209019	PREPARATIONS OF TEA MAHARAJAH DARJEELING TEA PARTY TEA",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M TEEKANNE KAMILLE ()TEEKANNE KAMILLE 20ER",,,,,,,,,
"2101209019	TEA ORIGINAL GRASS-FED GHEE BY 4TH HEART", 16 OUNCE, 3 ORIGINAL GRASS-FED GHEE BY 4TH HEART, 16 OUNCE, 3EA,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M GREEN TEA ()TWININGS EARL GREY 25 TEEBEUTEL",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M HERBAL TEA ()GREEN TEA FLAVORED MORNING DEW RONNEFELDT 1250G",,,,,,,,,
"2101209019	TEA LACI LE BEAU SUPER DIETERS TEA", ALL NATURAL BOTANI LACI LE BEAU SUPER DIETERS TEA, ALL NATURAL BOTANICALS, 60CT 2EA,,,,,,
"2101209019	OTHER MARIAGEFRERES TC944 PLEINE LUNE BOTE 100 G MARIAGEFRERES TC908 CASABLANCA BOTE 100 G",,,,,,,,,
"2101209019	OTHER EARLGREY FRENCH BLUE - REFILL EARLGREY FRENCH BLUE - REFILL",,,,,,,,,
"2101209019	OTHER MARIAGE FRERES WEDDING IMPERIAL - 500 BIG MARIAGE FRERES EARL GREY FRENCH BLUE - TEABAG",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M TEAVELOPE ()LEMON SKY TEAVELOPE",,,,,,,,,
"2101209019	OTHER MARIAGE FRERES NIL ROUGE - TIN MARIAGE FRERES EARL GREY FRENCH BLUE - TIN",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M BAD HEILBRUNNER ERKAELTUNGS TEE ()YOGI TEA DETOX MIT ZITRONE 17ST",,,,,,,,,
"2101209019	OTHER TEA TIN BOX WITH TETLEY TEABAGS",,,,,,,,,
"2101209019	MORGAN RICH MACCHA POWDER MORGAN RICH MACCHA POWDER MORGAN RICH MACCHA POWDER",,,,,,,,,
"2101209019	OTHER MARIAGE FRERES ROUGE PROVENCE - TIN MARIAGE FRERES ROUGE PROVENCE- TIN",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M BAD HEILBRUNNER HUSTEN-UND BRONCHIALTEE ()BAD HEILBRUNNER SALBEI TEE 8 BTL",,,,,,,,,
"2101209019	TEA VERANDA DECORATING VERANDA DECORATING",,,,,,,,,
"2101209019	PREPARATIONS OF TEA TEA FORTXE9 SINGLE STEEPS LOOSE LEAF TEA CHEST ASS TEA FORTXE9 SINGLE STEEPS WORLD OF TEAS LOOSE LEAF TEA SAMPLER ASSORTED VARIETY TEA BOX 15  SINGLE SERVE POUCHES GREEN TEA HERBAL",,,,,,,,,
"2101209019	OTHER TEA TURMERIC POWER GRANULES 1 5 G 10 TEA TURMERIC POWER GRANULES 15 G 10",,,,,,,,,
"2101209019	TEA HERBTEA HERBTEA",,,,,,,,,
"2101209019	PREPARATIONS OF TEA CHAMOMILE CITRUS LOOSE LEAF ORGANIC SPRING JASMINE",,,,,,,,,
"2101209019	PREPARATIONS OF TEA TEA FORTXE9 SINGLE STEEPS LOOSE LEAF TEA SAMPLER A TEA FORTXE9 SINGLE STEEPS LOOSE LEAF TEA SAMPLER ASSORTED VARIETY TEA BOX 15 SINGLE SERVE POUCHES BLACK TEA ASSORTMENT",,,,,,,,,
"2101209019	TEA ITOEN` TEA ITOEN` TEA ITOEN 80G GREEN TEA1",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M DALLMAYR CAPSA ESPRESSO ()DALLMAYR CAPSA ESPRESSO CHOCOLAT 5 PACK (5 X 56 G)",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M TWININGS LADY GREY TEA ()TWININGS LADY GREY TEA 200G",,,,,,,,,
"2101209019	OTHER MARRIAGE FRERRE WEDDING 30P 75G PARIS FEMME MARRIAGE FRERRE WEDDING 30P 75G PARIS FEMME",,,,,,,,,
"2101209019	TEA DOUWE EGBERTS PICKWICK TEA COMBI-PACK ORIGINAL DOUWE EGBERTS PICKWICK TEA COMBI-PACK ORIGINAL",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M BLACK TEA (34)SCENTED CANDLE 260G BLACKTEA",,,,,,,,,
"2101209019	TEA TEA CEYLON CINNAMON POWDER 1 IB",,,,,,,,,
"2101209019	OTHER MARIAGEFRERES TC969 THE DE LUNE BOTE 100 G MARIAGEFRERES T921 NOEL",,,,,,,,,
"2101209019	PREPARATIONS OF TEA 30TH ANNIVERSARY BLEND SALLYS SECRET",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M BAD HEILBRUNNER ERKAELTUNGS TEE ()MARIAGE FRERES ENGLISH BREAKFAST DOSE 100G",,,,,,,,,
"2101209019	TEA BIGELOW MIXED HERB TEAS", 118 COUNT BIGELOW MIXED HERB TEAS, 118 COUNT,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M ENGLISH BREAKFAST TEA ()RED BERRIES TEAVELOPE",,,,,,,,,
"2101209019	PREPARATIONS OF TEA DECAFFEINATED LADY GREYXAE LEMON AMPAMP GINGER",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M KUSMI TEA ()KUSMI TEA BLUE DETOX(EXPURE INTENSE) 125G",,,,,,,,,
"2101209019	PREPARATIONS OF TEA SIDROGA WELLNESS MATE-CRANBERRY TEE DOPPELKAMMERB. SIDROGA WELLNESS MATE-CRANBERRY TEE DOPPELKAMMERB.",,,,,,,,,
"2101209019	OTHER MARIAGE FRERES WEDDING IMPERIAL - 500 MARIAGE FRERES WEDDING IMPERIAL - 500",,,,,,,,,
"2101209019	PREPARATIONS OF TEA THE COFFEE BEAN AMPAMP TEA LEAF BLACK TEA ENGLISH  THE COFFEE BEAN AMPAMP TEA LEAF 20 COUNT TIN GENMAICHA GREEN TEA",,,,,,,,,
"2101209019	OTHER INSTANT JOBG TEAR BEVERAGE 125G BLACK SESAME WITH GINGER 150G",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M RPEGGIO DECAFFEINATO ()DECAFFEINATED ARPEGGIO DECAFFEINATO",,,,,,,,,
"2101209019	OTHER FAUCHON THE DARJEELING TEA FAUCHON THE DARJEELING TEA",,,,,,,,,
"2101209019	PREPARATIONS OF TEA KUSMI TEA BB DETOX GREEN TEA YERBA MATE ROOIBOS GU KUSMI TEA BB DETOX GREEN TEA YERBA MATE ROOIBOS GUARANA DANDELION INFUSION WITH A HINT OF GRAPEFRUIT PERFECT REJUVENATING MORNIN",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M ORGANIC GREEN TEA ()NATURAL DEFENSE - ORGANIC GREEN TEA WITH GINGER REFILL",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M DALLMAYR CAPSA ESPRESSO ()DALLMAYR CAPSA ESPRESSO DECAFFEINATO KAPSELN 10ST",,,,,,,,,
"2101209019	OTHER MARIAGEFRERES CASABLANCA 30/75G PARIS FEMME MARIAGEFRERES TILIA ARGENTEA 30/75G PARIS FEMME",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M KUSMI TEA () KUSMI TEA BB DETOX (20 STK.)",,,,,,,,,
"2101209019	PREPARATIONS OF TEA FREE GOOD FOR YOU SAMPLER SET FREE W 49 ORDER EARL GREY BRAVO SAMPLE",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M GREEN TEA ()GREEN TEA LEMON MINT",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M BLACK TEA ()CITRUS HONEY BLACK TEA TEE 16 KAPSELN",,,,,,,,,
"2101209019	OTHER SEASON S PICK NILGIRI STGFOP AFTERNOON BLEND 200G SEASON S PICK NILGIRI STGFOP AFTERNOON BLEND 200G PACKET (FOOD)",,,,,,,,,
"2101209019	EXTRACT ESSENCES RPEGGIO 41315-19-357734M",,,,,,,,,
"2101209019	OTHER MORIHAN GREENTEA P MORIHAN GREENTEA I",,,,,,,,,
"2101209019	PREPARATIONS OF TEA TEA LORIGINAL MARIEANTOINETTE PINK TIN TEA LORIGINAL MARIEANTOINETTEPINK TIN",,,,,,,,,
"2101209019	OTHER INSTANT JOBG TEAR BEVERAGE 125G 7 GRAIN ORIGINAL 150G",,,,,,,,,
"2101209019	""PREPARATIONS OF TEA LE BENEFIQUE TEA """""""" CLASSIC LAVENDER"""""""" MARIAGE FRERES TEA """""""" ROS """""""" TIN 100G""",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M JASMINE TEA ()TEAVELOPE PEPPERMINT",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M TEAVELOPE ()RONNEFELDT TEAVELOPE WINTERDREAM",,,,,,,,,
"2101209019	OTHER TRUE LEMON TRUE LEMON TRUE LIM TRUE LEMON TRUE LEMON TRUE LIME 500 COUNT",,,,,,,,,
"2101209019	""PREPARATIONS OF TEA LE BENEFIQUE TEA """"""""VERT PROVENCE"""""""" TIN 100G LE BENEFIQUE TEA """"""""ORANGE-CINNAMON ROOIBOS"""""""" TIN 100G""",,,,,,,,,
"2101209019	TEA TEA A6890YTIN IN YELLOW (50G)",,,,,,,,,
"2101209019	Other MIASSEQUOIA THYME TEA MIASSEQUOIA THYME TEA",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M BAD HEILBRUNNER HUSTEN-UND BRONCHIALTEE ()YOGI TEA HALSWAERMER BIO 17ST",,,,,,,,,
"2101209019	PREPARATIONS OF TEA HARNEY AMPAMP SONS PARIS BLACK TEA SACHET COLLECTI HARNEY AMPAMP SONS PARIS BLACK TEA SACHET COLLECTION ALL NATURAL CLASSIC TIN OF 20 SACHETS  1.4 OUNCE 3PACK",,,,,,,,,
"2101209019	OTHER JARDIN BLEU (TIN 100G)/ DAMMANN FRERES KUSMI TEA-DETOX",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M BAD HEILBRUNNER HUSTEN-UND BRONCHIALTEE ()DALLMAYR CAPSA ESPRESSO ARTIGIANO KAPSELN 10ST",,,,,,,,,
"2101209019	OTHER CAMOMILE TEA 10S CAMOMILE TEA 10S",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M GREEN TEA ()TEA DIAMONDS SINGLE PACKED BIO ENGLISH BREAKFAST 10ER BAG",,,,,,,,,
"2101209019	PREPARATIONS OF TEA RED ROOIBOS TEA 100 TEABAGS TAYLORS OF HARROGATE CLASSIC TEA VARIETY GIFT BOX",,,,,,,,,
"2101209019	OTHER MARIAGEFRERES LOVE STORY 30/75G PARIS FEMME MARIAGEFRERES LEMON VERBENA 30/75G PARIS FEMME",,,,,,,,,
"2101209019	PREPARATIONS OF TEA VAHDAM FIRST FLUSH DARJEELING TEA 50 CUPS VAHDAM FIRST FLUSH DARJEELINGTEA 50 CUPS",,,,,,,,,
"2101209019	""PREPARATIONS OF TEA MARIAGE FRERES TEA """"""""ROUGE M TIS"""""""" TEABAG 30PIECES DM TEA JAM """"""""DE THE MARCO POLO"""""""" 240G""",,,,,,,,,
"2101209019	""TEA ENGLISCH TEASHOP TEA """"""""ADVENT CALENDAR"""""""" ENGLISCH TEASHOP TEA """"""""ADVENT CALENDAR""""""""""",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M KUSMI TEA ()KUSMI TEA PRINCE WLADIMIR 125G",,,,,,,,,
"2101209019	TEA 365 EVERYDAY VALUE EPSOM SALT 1.8KG 2PK 365 EVERYDAY VALUE EPSOM SALT 1.8KG 2PK",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M BAD HEILBRUNNER ANTI-STRESS () BAD HEILBRUNNER ANTI-STRESS TEE 8 X 175 G 14 G",,,,,,,,,
"2101209019	TEA MIGHTY LEAVE TEA MIGHTY LEAVE TEA",,,,,,,,,
"2101209019	""Other MARIAGE FRERES TEA """"""""FRENCH BREAKFAST"""""""" TEABAG MARIAGE FRERES TEA """"""""FRENCH BREAKFAST"""""""" TEABAG""",,,,,,,,,
"2101209019	TEA KHORA TEA KHORA TEA KHORADAWON FIRST FLASH",,,,,,,,,
"2101209019	PREPARATIONS OF TEA ALL MY LXD8V ROOIBOS GIFT SET KUSMI PREMIUM BLENDS 42 TEA BAGS",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M BAD HEILBRUNNER HUSTEN-UND BRONCHIALTEE ()BAD HEILBRUNNER ERKAELTUNGS TEE 8 BTL",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M GREEN TEA ()MATCHA TEE PULVER BIO PREMIUM-QUALITAT 200G ORIGINAL GREEN TEA AUS JAPAN",,,,,,,,,
"2101209019	PREPARATIONS OF TEA KUSMI TEA SCHWARZTEE SWEET LOVE DOSE 125 G KUSMI TEA SCHWARZTEE SWEET LOVE DOSE 125 G",,,,,,,,,
"2101209019	OTHER / MARIAGE FRERES CASABLANCA / MARIAGE FRERES CASABLANCA",,,,,,,,,
"2101209019	PREPARATIONS OF TEA MARIAGE FRERES WEDDING IMP RIAL TEA TIN 100G MARIAGE FRERES WEDDING IMP RIAL TEA TIN 100G",,,,,,,,,
"2101209019	OTHER EARL GREY FRENCH BLUE - TEABAG EARL GREY FRENCH BLUE - TEABAG",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M KUSMI TEA ()KUSMI TEA BB DETOX(EXPURE ADDICT) 125G",,,,,,,,,
"2101209019	""PREPARATIONS OF TEA LE BENEFIQUE TEA """"""""VERT PROVENCE"""""""" TIN 100G LE BENEFIQUE TEA """"""""VERT PROVENCE"""""""" TIN 100G""",,,,,,,,,
"2101209019	PREPARATIONS OF TEA THREE SQUIRRELS SMALL UNITED STATES FREEZE DRIED L THREE SQUIRRELS SMALL UNITED STATES FREEZE DRIED LEMON 50GX2 BOX FRUIT TEA FREEZE DRIED LE",,,,,,,,,
"2101209019	OTHER DAMMANN JARDIN BLEU BOX OF 100 G DAMMANN JARDIN BLEU BOX OF 100 G",,,,,,,,,
"2101209019	""PREPARATIONS OF TEA LE BENEFIQUE TEA """"""""VERT PROVENCE"""""""" TIN 100G LE BENEFIQUE TEA """"""""JOIE DE VIVRE"""""""" TIN 100G""",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M RPEGGIO DECAFFEINATO ()ARPEGGIO DECAFFEINATO COFFEE",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M MARRAKESH STYLE TEA ()NESCAFE DOLCE GUSTO CHAI TEA LATTE",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M ENGLISH BREAKFAST ()TEEKANNE FENCHEL 20ER",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M TEAVELOPE ()RONNEFELDT TEAVELOPE SILVERLIME BLOSSOM HERBAL TEA 25 TEA BAGS 37.5 G",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M GREEN TEA ()TWININGS FLAVOURED BLACK TEA SELECTION 20 TEEBEUTEL",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M HERBAL TEA ()AUTUMN HERBAL TEA 1 TUTE A 50G (1182)",,,,,,,,,
"2101209019	PREPARATIONS OF TEA RALPHAMPAMP 39S AMERICAN BREAKFAST TEA RALPHAMPAMP 39S AMERICAN BREAKFAST TEA",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M JASMINE TEA ()TEAVELOPE JASMINE TEA",,,,,,,,,
"2101209019	TEA K-CUPS BOX K-CUPS BOX",,,,,,,,,
"2101209019	PREPARATIONS OF TEA H S HIBISKUSBL TE FILTERBEUTEL H S HIBISKUSBL TE FILTERBEUTEL",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M ENGLISH BREAKFAST ()TASTING BOX - BLACK TEAS",,,,,,,,,
"2101209019	TEA STEVEN SMITH TEAMAKER STEVEN S STEVEN SMITH TEAMAKER STEVEN SMITH TEAMAKER 2 OF SMITH TEAMAKER MAO FENG SHUI BLEND NO 8 F",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M YOGI TEA ()YOGI TEA ROSE BIO 17ST",,,,,,,,,
"2101209019	PREPARATIONS OF TEA ALL MY LXD8V ROOIBOS GIFT SET WHITE TEA GIFT SET TEA BAGS SAMPLER",,,,,,,,,
"2101209019	GREEN TEA GREEN TEA GREEN TEA EXTRACT K 1KG/PACKAGE",,,,,,,,,
"2101209019	TEA EXCELL EXCELL TEA OXYGINBERRY EXCELL EXCELL TEA OXYGINBERRYBEVEAGE POWDER 450G",,,,,,,,,
"2101209019	TEA TEA FORT TEA TASTING ASSORTMENT TEA CHEST GIFT BOX TEA FORT TEA TASTING ASSORTMENT TEA CHEST GIFT BOX", 40 HANDCRAFTED PYRAMID TEA,,,,,,,,
"2101209019	PREPARATIONS OF TEA GODIVA CHOCOLATE FLAVOR COFFEE PACK OF 4 DAVIDSTEA BUDDAHS BLEND LOOSELEAF",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M YOGI TEA ()YOGI TEA DETOX MIT ZITRONE 17ST",,,,,,,,,
"2101209019	TEA SUNRIDER HERBSFORTUNE SUNRIDER SUNRIDER HERBSFORTUNE SUNRIDER HERBSFORTUNE FORTUNE DELIGHTREGULAR 60 3 G PACKS",,,,,,,,,
"2101209019	OTHER MARIAGE FRERES EARL GREY FRENCH BLUE- REFILL 100G MARIAGE FRERES EARL GREY FRENCH BLUE- REFILL 100G",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M TEAVELOPE ()TEAVELOPE CHAMOMILE FINE CUT",,,,,,,,,
"2101209019	TEA ORIGINAL GRASS-FED GHEE BY 4TH HEART", 16 OUNCE ORIGINAL GRASS-FED GHEE BY 4TH HEART, 16 OUNCE,,,,,,,
"2101209019	PREPARATIONS OF TEA ON THE ROCKS GIFT SET KUSMI PREMIUM BLENDS 42 TEA BAGS",,,,,,,,,
"2101209019	PREPARATIONS OF TEA 30TH ANNIVERSARY BLEND 30TH ANNIVERSARY BLEND",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M TEAVELOPE ()RONNEFELDT TEAVELOPE WINTERDREAM AROMATISIERTER KRAUTERTEE (ROOIBOS) MIT ORANG",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M GREEN TEA ()RONNEFELDT SIMPLICITEA MY TROPICAL GREEN TEA FLOAT 10X3G",,,,,,,,,
"2101209019	OTHER MARIAGEFRERES DREAM TEA 30/75G PARIS FEMME MARIAGEFRERES MARCOPOLO 30/75G PARIS FEMME",,,,,,,,,
"2101209019	PREPARATIONS OF TEA 3 OF UNCLE LEES DIETERS TEA 3 OF UNCLE LEES DIETERS TEA",,,,,,,,,
"2101209019	OTHER MARIAGEFRERES MARCOPOLO 30/75G PARIS FEMME MARIAGEFRERES MARCOPOLO 30/75G PARIS FEMME",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M BAD HEILBRUNNER HUSTEN-UND BRONCHIALTEE ()KUSMI TEA BLUE DETOX 125G",,,,,,,,,
"2101209019	""PREPARATIONS OF TEA KUSMI TEA """"""""EXPURE ADDICT"""""""" TIN 125G MARIAGE FRERES TEA """"""""BOLERO"""""""" TIN 100G""",,,,,,,,,
"2101209019	PREPARATIONS OF TEA BOUQUET STRING TIE ROSE CITY GENMAICHA",,,,,,,,,
"2101209019	PREPARATIONS OF TEA SUNRIDERFORTUNEDELIGHTCINNAMONFLAVOR60PACKAGESEXP0 SUNRIDERFORTUNEDELIGHTCINNAMONFLAVOR60PACKAGESEXP0220 SUNRIDERFORTUNEDELIGHTCINNAMONFLAVOR",,,,,,,,,
"2101209019	PREPARATIONS OF TEA SHENNONGJIA PURE WILD JADE BAMBOO DEEP EXCAVATION SHENNONGJIA PURE WILD JADE BAMBOO DEEP EXCAVATION NO SULFUR JADE BAMBOO TEA CHINESE HERBAL",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M BAD HEILBRUNNER HUSTEN-UND BRONCHIALTEE ()TWININGS ENGLISH BREAKFAST 25 TEEBEUTEL",,,,,,,,,
"2101209019	PREPARATIONS OF TEA 2014 DE XIN CHILEAN CAKE TEA LINTONG CENTURY TREE  2015 BLINDLY ROUND TEA YUNNAN PUER TEA COOKED TEA AGED OLD PUER WHITE357G",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M TEAVELOPE ()RONNEFELDT TEAVELOPE ROOIBOS VANILLE",,,,,,,,,
"2101209019	EXTRACTS ESSENCES AND CONCENTRATES OF TEA OR M BAD HEILBRUNNER HUSTEN-UND BRONCHIALTEE ()TEEKANNE KAMILLE-FENCHEL 20ER",,,,,,,,,
